	names	scores	logfoldchanges	pvals	pvals_adj
24474	9430041J12Rik	-2.897048	-19.95258	0.003841277532415183	0.010907879438258411
23642	2810457G06Rik	-2.5616016	-19.95297	0.01055098197832803	0.027027223377335298
24347	Hsd17b13	-2.848691	-19.956818	0.004471443058895927	0.01248785871128358
23221	9330171B17Rik	-2.4112415	-19.95739	0.01606080573145887	0.03916956823646754
23903	4930594C11Rik	-2.6676872	-19.960186	0.007749341085342955	0.020475030024374122
22925	Ntsr2	-2.3225744	-19.962124	0.020383130121524387	0.048130145252513634
23986	Lyl1	-2.7020485	-19.964085	0.006997007051726905	0.018686710103079384
24434	Pin1rt1	-2.8833296	-19.96451	0.004011294070354882	0.011329617147363854
24467	4930471G03Rik	-2.8952258	-19.96648	0.0038634775953870627	0.010963297157728114
23521	Zfp469	-2.5205183	-19.967014	0.011858280163656735	0.029974416159273525
23959	Stx11	-2.6877115	-19.968662	0.007302540069609096	0.01942854717825221
23526	Tmem255b	-2.521817	-19.970028	0.011814845527453105	0.02988283386890194
23094	A630072L19Rik	-2.3689508	-19.972141	0.018009968693150406	0.04328035503907791
25293	Syndig1l	-3.2826402	-19.972275	0.001060624202322743	0.003387796907077034
24697	Dlec1	-2.9919474	-19.972813	0.002833622334926328	0.00828260355600715
23771	Gpr152	-2.6143365	-19.97297	0.009061822419619012	0.02361436623992758
23675	9530080O11Rik	-2.5763147	-19.974102	0.010115004833702946	0.026024691151395885
23457	AU021092	-2.5000656	-19.975677	0.012561218639054477	0.03153777683908709
23844	Pcdhb10	-2.6461027	-19.978022	0.008258282227551953	0.021689940130289787
22874	Cd3g	-2.3063648	-19.978786	0.02127475950865344	0.04992890514482357
24989	BC106175	-3.1337926	-19.979712	0.0017711161587360043	0.0054021357593709365
24034	Enkur	-2.721066	-19.981411	0.00660947995766956	0.017757712248740853
24810	1700069L16Rik	-3.044781	-19.984106	0.002383672075078938	0.007078869088261602
23736	Slc26a5	-2.599496	-19.98452	0.009460634844641706	0.024520650664681776
23638	Olfr55	-2.560071	-19.985106	0.010597289741395148	0.027135207501614706
24549	St8sia1	-2.9263015	-19.985535	0.0035004291886326453	0.010039459522488976
23714	H2-Q1	-2.5892234	-19.987295	0.009745800162106454	0.02519181397915381
23342	2810407A14Rik	-2.454807	-19.987698	0.014249467336736148	0.035273342396634606
23282	Gpr37l1	-2.434433	-19.988586	0.015072798303347082	0.03705008974619017
23784	Aox1	-2.6186035	-19.990877	0.008949967783127287	0.023352683068049662
23271	4930412O13Rik	-2.431205	-19.993938	0.015207026791534546	0.037335376191749946
24040	Havcr2	-2.723355	-19.994984	0.006564161829664287	0.017643209893108032
23516	Rxfp2	-2.5197172	-19.997454	0.01188514320356185	0.03002577003711253
23939	Eya2	-2.6833544	-19.997599	0.007397739896324553	0.01964772846956691
23961	Mfsd7a	-2.6878405	-19.998398	0.007299741009958273	0.019425349244043547
24280	Cacng6	-2.8176854	-20.002186	0.004923407606243952	0.01363588172576152
23034	D030044L04Rik	-2.354974	-20.003399	0.01869828801009678	0.044694503193641974
